id_play,game_id,game_play_number,drive_id,half,period,clock_minutes,clock_seconds,time_secs_rem,pos_team,pos_team_id,def_pos_team,def_pos_team_id,play_type,play_text,pass,pass_attempt,completion,rush,yards_gained,down,distance,yards_to_goal,epa,def_epa,wpa,ep_before,ep_after,wp_before,wp_after,sack,int,penalty_detail,yds_penalty,firstd_by_penalty,firstd_by_yards,success,turnover,turnover_downs,score_pts,scoring_play,defense_score_play,change_of_poss,off_timeout,off_timeouts_rem_before,def_timeout,def_timeouts_rem_before
272255,401673465,108,37166,2,3,1,58,1018,Iowa State,102,Arizona State,9,Rush,Carson Hansen run for 5 yds to the ISU 44,0,0,0,1,5,1,10,61,0.066768751,-0.066768751,-1.07e-05,0.221459827,0.288228578,0.0004624,0.0004517,0,0,,,0,1,1,0,0,0,0,0,0,0,3,0,3
272256,401673465,109,37166,2,3,1,33,993,Iowa State,102,Arizona State,9,Pass Reception,Rocco Becht pass complete to Carson Hansen for a loss of 4 yards to the ISU 40,1,1,1,0,-4,2,5,56,-1.903146582,1.903146582,-0.0001809,0.288228578,-1.614918004,0.0004517,0.0002708,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
272257,401673465,110,37166,2,3,0,44,944,Iowa State,102,Arizona State,9,Pass Reception,Rocco Becht pass complete to Jayden Higgins for 18 yds to the ASU 42 for a 1ST down,1,1,1,0,18,3,9,60,3.576543816,-3.576543816,0.0003383,-1.614918004,1.961625812,0.0002708,0.0006091,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
272258,401673465,111,37166,2,3,0,33,933,Iowa State,102,Arizona State,9,Rush,Carson Hansen run for no gain to the ASU 42,0,0,0,1,0,1,10,42,-0.895230968,0.895230968,-0.0001444,1.961625812,1.066394844,0.0006091,0.0004647,0,0,,,0,1,0,0,0,0,0,0,0,0,3,0,3
272259,401673465,112,37166,2,3,0,2,902,Iowa State,102,Arizona State,9,Pass Incompletion,Rocco Becht pass incomplete to Beni Ngoyi,1,1,0,0,0,2,10,42,-1.154713426,1.154713426,-0.0001122,1.066394844,-0.088318582,0.0004647,0.0003525,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
272260,401673465,113,37166,2,3,0,0,900,Iowa State,102,Arizona State,9,Pass Reception,Rocco Becht pass complete to Jaylin Noel for 7 yds to the ASU 35,1,1,1,0,7,3,10,42,-0.80732426,0.80732426,-6.28e-05,-0.088318582,-0.895642842,0.0003525,0.0002897,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
272261,401673465,113,37166,2,3,0,0,900,Iowa State,102,Arizona State,9,End Period,End of 3rd Quarter,0,0,0,0,7,0,10,42,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
272262,401673465,113,37166,2,4,14,54,894,Iowa State,102,Arizona State,9,Penalty,"Becht, Rocco pass sacked for loss of 10 yards to the ASU45 (Simmons, Shamari), PENALTY ASU personal foul (Simmons, Shamari) 15 yards to the ASU20, NO PLAY, 1ST DOWN IOWAST.",0,0,0,0,15,4,3,35,4.438149257,-4.438149257,0.0004952,-0.891989665,3.546159592,0.0002897,0.0007849,0,0,Personal Foul,15,0,0,1,0,0,0,0,0,0,0,3,0,3
272263,401673465,114,37166,2,4,14,13,853,Iowa State,102,Arizona State,9,Rush,Aiden Flora run for a loss of 2 yards to the ASU 22,0,0,0,1,-2,1,10,20,-1.001744165,1.001744165,-0.0001909,3.546159592,2.544415427,0.0007849,0.0005939,0,0,,,1,0,0,0,0,0,0,0,0,0,3,0,3
272264,401673465,115,37166,2,4,14,0,840,Iowa State,102,Arizona State,9,Rush,Connor Moberly run for 2 yds to the ASU 20,0,0,0,1,2,2,12,22,-0.795357735,0.795357735,-0.0001362,2.544415427,1.749057692,0.0005939,0.0004577,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
272265,401673465,115,37166,2,4,13,30,810,Iowa State,102,Arizona State,9,Timeout,"Timeout Iowa State, clock 13:30",0,0,0,0,0,3,10,20,0.002091337,-0.002091337,-9.81e-05,1.749057692,1.751149029,0.0004577,0.0003597,0,0,,,0,0,0,0,0,0,0,0,0,1,3,0,3
272266,401673465,115,37166,2,4,13,0,780,Iowa State,102,Arizona State,9,Penalty,"Moberly, Connor pass incomplete to Noel, Jaylin, PENALTY ASU pass interference (Robinson, Javan) 11 yards to the ASU9, NO PLAY, 1ST DOWN IOWAST.",0,0,0,0,11,3,10,20,1.845723596,-1.845723596,0.0003579,1.751149029,3.596872625,0.0003597,0.0007176,0,0,Pass Interference,11,0,0,1,0,0,0,0,0,0,0,2,0,3
272267,401673465,116,37166,2,4,12,48,768,Iowa State,102,Arizona State,9,Rush,Jaylon Jackson run for no gain to the ASU 9,0,0,0,1,0,1,9,9,-0.588263792,0.588263792,-0.0001084,4.532315309,3.944051516,0.0007176,0.0006092,0,0,,,1,0,0,0,0,0,0,0,0,0,2,0,3
272268,401673465,117,37166,2,4,12,44,764,Iowa State,102,Arizona State,9,Rush,Connor Moberly run for 4 yds to the ASU 5,0,0,0,1,4,2,9,9,-0.149558705,0.149558705,-7.21e-05,3.944051516,3.794492812,0.0006092,0.0005371,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272269,401673465,118,37166,2,4,12,7,727,Iowa State,102,Arizona State,9,Pass Incompletion,Connor Moberly pass incomplete to Jayden Higgins,1,1,0,0,0,3,5,5,-1.569843976,1.569843976,-0.0001552,3.794492812,2.224648836,0.0005371,0.0003819,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272270,401673465,119,37166,2,4,12,4,724,Iowa State,102,Arizona State,9,Field Goal Good,Kyle Konrardy 24 Yd Field Goal ,0,0,0,0,24,4,5,7,0.480518314,-0.480518314,0.0012783,2.519481686,3.0,0.0003819,0.0016602,0,0,,,0,0,1,0,0,3,1,0,0,0,2,0,3
272271,401673465,120,37167,2,4,12,4,724,Arizona State,9,Iowa State,102,Kickoff,Jace T. Gilbert kickoff for 38 yds fair catch by Jake Smith at the ASU 27,0,0,0,0,0,1,10,65,0.086108832,-0.086108832,0.0001928,2.83511682,2.921225651,0.9983398,0.9985326,0,0,,,0,0,0,0,0,0,0,0,1,0,2,0,3
272272,401673465,121,37167,2,4,11,20,680,Arizona State,9,Iowa State,102,Rush,DeCarlos Brooks run for a loss of 1 yard to the ASU 26,0,0,0,1,-1,1,10,73,-0.821736948,0.821736948,-8.43e-05,2.921225651,2.099488703,0.9985326,0.9984483,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272273,401673465,122,37167,2,4,11,6,666,Arizona State,9,Iowa State,102,Rush,DeCarlos Brooks run for 3 yds to the ASU 29,0,0,0,1,3,2,11,74,-0.490851366,0.490851366,0.0002076,2.099488703,1.608637337,0.9984483,0.9986559,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272274,401673465,123,37167,2,4,9,59,599,Arizona State,9,Iowa State,102,Rush,DeCarlos Brooks run for 4 yds to the ASU 33,0,0,0,1,4,3,8,71,-0.605726158,0.605726158,-6.37e-05,1.608637337,1.002911179,0.9986559,0.9985922,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272275,401673465,124,37167,2,4,9,51,591,Arizona State,9,Iowa State,102,Punt,"Kanyon Floyd punt for 35 yds, downed at the ISU 32",0,0,0,0,0,4,4,67,-1.001454398,1.001454398,0.0011239,1.002911179,0.001456782,0.9985922,0.9997161,0,0,,,0,0,0,0,0,0,0,0,1,0,3,0,2
272276,401673465,125,37168,2,4,9,48,588,Iowa State,102,Arizona State,9,Pass Incompletion,Rocco Becht pass incomplete to Jayden Higgins,1,1,0,0,0,1,10,68,-0.772686803,0.772686803,-8.75e-05,-0.001456782,-0.774143585,0.0002839,0.0001964,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272277,401673465,126,37168,2,4,9,9,549,Iowa State,102,Arizona State,9,Rush,Jaylon Jackson run for 6 yds to the ISU 38,0,0,0,1,6,2,10,68,0.108737392,-0.108737392,-1.49e-05,-0.774143585,-0.665406193,0.0001964,0.0001815,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272278,401673465,127,37168,2,4,8,45,525,Iowa State,102,Arizona State,9,Rush,Rocco Becht run for 5 yds to the ISU 43 for a 1ST down,0,0,0,1,5,3,4,62,1.56398259,-1.56398259,9.71e-05,-0.665406193,0.898576397,0.0001815,0.0002786,0,0,,,0,0,1,0,0,0,0,0,0,0,2,0,3
272279,401673465,128,37168,2,4,8,43,523,Iowa State,102,Arizona State,9,Pass Incompletion,Rocco Becht pass incomplete to Carson Brown,1,1,0,0,0,1,10,57,-0.80470064,0.80470064,-6.37e-05,0.898576397,0.093875758,0.0002786,0.0002149,0,0,,,0,1,0,0,0,0,0,0,0,0,2,0,3
272280,401673465,129,37168,2,4,8,36,516,Iowa State,102,Arizona State,9,Pass Incompletion,Rocco Becht pass incomplete to Brett Eskildsen,1,1,0,0,0,2,10,57,-0.949770522,0.949770522,-5.94e-05,0.093875758,-0.855894765,0.0002149,0.0001555,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272281,401673465,130,37168,2,4,8,24,504,Iowa State,102,Arizona State,9,Pass Reception,Rocco Becht pass complete to Jaylin Noel for 7 yds to the 50 yard line,1,1,1,0,7,3,10,57,-0.449363506,0.449363506,-3.45e-05,-0.855894765,-1.30525827,0.0001555,0.000121,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272282,401673465,131,37168,2,4,8,0,480,Iowa State,102,Arizona State,9,Pass Reception,Rocco Becht pass complete to Jayden Higgins for 25 yds to the ASU 25 for a 1ST down,1,1,1,0,25,4,3,50,4.424974418,-4.424974418,0.0002434,-1.30525827,3.119716148,0.000121,0.0003644,0,0,,,0,0,1,0,0,0,0,0,0,0,2,0,3
272283,401673465,132,37168,2,4,7,27,447,Iowa State,102,Arizona State,9,Passing Touchdown,Jaylin Noel 25 Yd pass from Rocco Becht (Two-Point Pass Conversion Failed),1,1,1,0,25,1,10,25,3.880283852,-3.880283852,0.0011749,3.119716148,7.0,0.0003644,0.0015393,0,0,,,0,1,1,0,0,6,1,0,0,0,2,0,3
272284,401673465,133,37169,2,4,7,27,447,Arizona State,9,Iowa State,102,Kickoff,Jace T. Gilbert on-side kick recovered by Arizona State at the ASU 45,0,0,0,0,0,1,10,65,1.098858736,-1.098858736,0.0004075,2.182480308,3.281339044,0.9984607,0.9988681,0,0,,,0,0,0,0,0,0,0,0,1,0,2,0,3
272285,401673465,134,37169,2,4,7,0,420,Arizona State,9,Iowa State,102,Rush,Jeff Sims run for 5 yds to the 50 yard line,0,0,0,1,5,1,10,55,-0.130490111,0.130490111,0.0003305,3.281339044,3.150848933,0.9988681,0.9991987,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,2
272286,401673465,135,37169,2,4,6,0,360,Arizona State,9,Iowa State,102,Rush,Jeff Sims run for 5 yds to the ISU 45 for a 1ST down,0,0,0,1,5,2,5,50,0.367095365,-0.367095365,0.0001932,3.150848933,3.517944298,0.9991987,0.9993919,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,2
272287,401673465,136,37169,2,4,5,30,330,Arizona State,9,Iowa State,102,Rush,DeCarlos Brooks run for 11 yds to the ISU 34 for a 1ST down,0,0,0,1,11,1,10,45,0.292323231,-0.292323231,0.0002627,3.517944298,3.810267529,0.9993919,0.9996546,0,0,,,0,1,1,0,0,0,0,0,0,0,3,0,2
272288,401673465,137,37169,2,4,4,30,270,Arizona State,9,Iowa State,102,Rush,Jeff Sims run for 12 yds to the ISU 22 for a 1ST down,0,0,0,1,12,1,10,34,0.369547048,-0.369547048,0.000104,3.810267529,4.179814577,0.9996546,0.9997586,0,0,,,0,1,1,0,0,0,0,0,0,0,3,0,2
272289,401673465,138,37169,2,4,4,0,240,Arizona State,9,Iowa State,102,Rush,DeCarlos Brooks run for a loss of 5 yards to the ISU 27,0,0,0,1,-5,1,10,22,-0.937790435,0.937790435,4.5e-05,4.179814577,3.242024142,0.9997586,0.9998036,0,0,,,0,1,0,0,0,0,0,0,0,0,3,0,2
272290,401673465,139,37169,2,4,3,28,208,Arizona State,9,Iowa State,102,Rush,Jeff Sims run for 4 yds to the ISU 23,0,0,0,1,4,2,15,27,-0.496115514,0.496115514,4.22e-05,3.242024142,2.745908628,0.9998036,0.9998458,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272291,401673465,140,37169,2,4,3,0,180,Arizona State,9,Iowa State,102,Rush,Jeff Sims run for a loss of 1 yard to the ISU 24,0,0,0,1,-1,3,11,23,-1.26302159,1.26302159,2.52e-05,2.745908628,1.482887038,0.9998458,0.999871,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272292,401673465,140,37169,2,4,2,26,146,Arizona State,9,Iowa State,102,Penalty,"Arizona State Penalty, Delay of Game (-5 Yards) to the ISU 29",0,0,0,0,-5,4,12,24,-0.155557566,0.155557566,1.6e-06,1.482887038,1.327329472,0.999871,0.9998727,0,0,Delay of Game,-5,0,0,0,0,0,0,0,0,0,0,3,0,2
272293,401673465,141,37169,2,4,2,21,141,Arizona State,9,Iowa State,102,Rush,Jeff Sims run for 6 yds to the ISU 23,0,0,0,1,6,4,17,29,-1.762120108,1.762120108,0.0001037,1.242867782,-0.519252325,0.9998727,0.9999763,0,0,,,0,0,0,1,1,0,0,0,1,0,3,0,2
272294,401673465,142,37170,2,4,2,0,120,Iowa State,102,Arizona State,9,Rush,Connor Moberly run for 4 yds to the ISU 27,0,0,0,1,4,1,10,77,-0.046407792,0.046407792,-2.8e-06,0.519252325,0.472844533,2.37e-05,2.09e-05,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272295,401673465,143,37170,2,4,1,55,115,Iowa State,102,Arizona State,9,Pass Incompletion,Connor Moberly pass incomplete,1,1,0,0,0,2,6,73,-0.301769,0.301769,-3.4e-06,0.472844533,0.171075533,2.09e-05,1.74e-05,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272296,401673465,144,37170,2,4,1,51,111,Iowa State,102,Arizona State,9,Pass Incompletion,Connor Moberly pass incomplete to Tripp Walsh,1,1,0,0,0,3,6,73,-0.381581198,0.381581198,-4.8e-06,0.171075533,-0.210505665,1.74e-05,1.26e-05,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272297,401673465,145,37170,2,4,1,39,99,Iowa State,102,Arizona State,9,Punt,"Tyler Perkins punt for 57 yds, downed at the ASU 16",0,0,0,0,0,4,6,73,-0.657922111,0.657922111,0.0003802,-0.210505665,-0.868427776,1.26e-05,0.0003928,0,0,,,0,0,0,0,0,0,0,0,1,0,2,0,3
272298,401673465,146,37171,2,4,1,6,66,Arizona State,9,Iowa State,102,Rush,TEAM run for a loss of 1 yard to the ASU 15,0,0,0,1,-1,1,10,84,-0.288455915,0.288455915,-0.0027514,0.868427776,0.579971861,0.9996072,0.9968558,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272299,401673465,147,37171,2,4,0,45,45,Arizona State,9,Iowa State,102,Rush,TEAM run for a loss of 1 yard to the ASU 14,0,0,0,1,-1,2,11,85,-0.260245976,0.260245976,0.0031392,0.579971861,0.319725885,0.9968558,0.999995,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272300,401673465,148,37171,2,4,0,1,1,Arizona State,9,Iowa State,102,Rush,TEAM run for a loss of 1 yard to the ASU 13,0,0,0,1,-1,3,12,86,-0.319725885,0.319725885,,0.319725885,1.566283813,0.999995,,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272301,401673465,148,37171,2,4,0,0,0,Arizona State,9,Iowa State,102,End of Game,End of 4th Quarter,0,0,0,0,-1,0,12,86,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272302,401673466,1,37172,1,1,15,0,1800,Western Kentucky,289,Jacksonville State,104,Kickoff Return (Offense),"Garrison Rippa kickoff for 60 yds , Easton Messer return for 24 yds to the WKU 29",0,0,0,0,24,1,10,65,0.380102779,-0.380102779,0.0213167,0.833168111,1.213270891,0.4903198,0.5116365,0,0,,,0,0,1,0,0,0,0,0,1,0,3,0,3
272303,401673466,2,37172,1,1,14,39,1779,Western Kentucky,289,Jacksonville State,104,Rush,Elijah Young run for 8 yds to the WKU 37,0,0,0,1,8,1,10,71,1.021144714,-1.021144714,0.0430903,1.213270891,2.234415604,0.5116365,0.5547268,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
272304,401673466,3,37172,1,1,14,28,1768,Western Kentucky,289,Jacksonville State,104,Rush,Elijah Young run for 10 yds to the WKU 47 for a 1ST down,0,0,0,1,10,2,2,63,0.498677862,-0.498677862,0.0267517,2.234415604,2.733093466,0.5547268,0.5814784,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
272305,401673466,4,37172,1,1,14,1,1741,Western Kentucky,289,Jacksonville State,104,Pass Incompletion,Caden Veltkamp pass incomplete,1,1,0,0,0,1,10,53,-0.810909973,0.810909973,-0.0202937,2.733093466,1.922183493,0.5814784,0.5611848,0,0,,,0,1,0,0,0,0,0,0,0,0,3,0,3
272306,401673466,5,37172,1,1,13,20,1700,Western Kentucky,289,Jacksonville State,104,Pass Reception,Caden Veltkamp pass complete to Easton Messer for 19 yds to the JVST 34 for a 1ST down,1,1,1,0,19,2,10,53,2.024698922,-2.024698922,0.080827,1.922183493,3.946882415,0.5611848,0.6420118,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
272307,401673466,6,37172,1,1,12,50,1670,Western Kentucky,289,Jacksonville State,104,Pass Reception,Caden Veltkamp pass complete to Noah Meyers for 5 yds to the JVST 29,1,1,1,0,5,1,10,34,-0.020443045,0.020443045,0.0043811,3.946882415,3.926439369,0.6420118,0.6463928,0,0,,,0,1,1,0,0,0,0,0,0,0,3,0,3
272308,401673466,7,37172,1,1,12,9,1629,Western Kentucky,289,Jacksonville State,104,Pass Reception,Caden Veltkamp pass complete to Elijah Young for a loss of 5 yards to the JVST 34,1,1,1,0,-5,2,5,29,-1.586448539,1.586448539,-0.056258,3.926439369,2.33999083,0.6463928,0.5901348,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
272309,401673466,8,37172,1,1,11,28,1588,Western Kentucky,289,Jacksonville State,104,Rush,Elijah Young run for a loss of 2 yards to the JVST 36,0,0,0,1,-2,3,10,34,-1.921315666,1.921315666,-0.110908,2.33999083,0.418675164,0.5901348,0.4792268,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
272310,401673466,9,37172,1,1,10,39,1539,Western Kentucky,289,Jacksonville State,104,Field Goal Good,Lucas Carneiro 54 yd FG GOOD,0,0,0,0,54,4,12,37,3.408743498,-3.408743498,0.1138774,-0.408743498,3.0,0.4792268,0.5931042,0,0,,,0,0,1,0,0,3,1,0,0,0,3,0,3
272311,401673466,10,37173,1,1,10,39,1539,Jacksonville State,104,Western Kentucky,289,Kickoff,Riley Stephens kickoff for 65 yds for a touchback,0,0,0,0,0,1,10,65,0.001053979,-0.001053979,-0.0001452,0.774360167,0.775414146,0.4068958,0.4067507,0,0,,,0,0,0,0,0,0,0,0,1,0,3,0,3
272312,401673466,11,37173,1,1,10,37,1537,Jacksonville State,104,Western Kentucky,289,Rush,Tre Stewart run for a loss of 1 yard to the JVST 24,0,0,0,1,-1,1,10,75,-1.100531583,1.100531583,-0.0442776,0.775414146,-0.325117437,0.4067507,0.3624731,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
272313,401673466,12,37173,1,1,10,15,1515,Jacksonville State,104,Western Kentucky,289,Rush,Tyler Huff run for 14 yds to the JVST 38 for a 1ST down,0,0,0,1,14,2,11,76,2.289987969,-2.289987969,0.0860596,-0.325117437,1.964870531,0.3624731,0.4485327,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
272314,401673466,12,37173,1,1,9,49,1489,Jacksonville State,104,Western Kentucky,289,Penalty,"(09:49) STEWART, Tre rush up the middle for a gain of 3 yards to the JSU41 (MATTHEWS, Chandler;WHEELER, Hosea), clock 09:42. PENALTY Before the snap, JSU Illegal Formation enforced 5 yards from the JSU38 to the JSU33. NO PLAY (replay the down).",0,0,0,0,-5,1,10,62,-0.424809998,0.424809998,-0.0310827,1.964870531,1.540060533,0.4485327,0.4174499,0,0,Illegal Formation,-5,0,1,0,0,0,0,0,0,0,0,3,0,3
272315,401673466,13,37173,1,1,9,31,1471,Jacksonville State,104,Western Kentucky,289,Rush,Tyler Huff run for 11 yds to the JVST 44,0,0,0,1,11,1,15,67,1.041055404,-1.041055404,0.0390131,1.234802496,2.2758579,0.4174499,0.4564631,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
272316,401673466,14,37173,1,1,9,7,1447,Jacksonville State,104,Western Kentucky,289,Rush,Tyler Huff run for 48 yds to the WKU 8 for a 1ST down,0,0,0,1,48,2,4,56,2.883433908,-2.883433908,0.1117141,2.2758579,5.159291808,0.4564631,0.5681772,0,0,,,0,0,1,0,0,0,0,0,0,0,3,0,3
272317,401673466,15,37173,1,1,8,20,1400,Jacksonville State,104,Western Kentucky,289,Rush,Tyler Huff run for 2 yds to the WKU 6,0,0,0,1,2,1,8,8,-0.224313759,0.224313759,-0.0088159,5.159291808,4.934978049,0.5681772,0.5593612,0,0,,,0,1,0,0,0,0,0,0,0,0,3,0,3
272318,401673466,16,37173,1,1,7,39,1359,Jacksonville State,104,Western Kentucky,289,Passing Touchdown,Tyler Huff pass complete to Sean Brown for 6 yds for a TD (Garrison Rippa KICK),1,1,1,0,6,2,6,6,2.065021951,-2.065021951,0.0839037,4.934978049,7.0,0.5593612,0.6432649,0,0,,,0,0,1,0,0,7,1,0,0,0,3,0,3
272319,401673466,17,37174,1,1,7,39,1359,Western Kentucky,289,Jacksonville State,104,Kickoff Return (Offense),"Garrison Rippa kickoff for 61 yds , Easton Messer return for 29 yds to the WKU 33",0,0,0,0,29,1,10,65,0.733068093,-0.733068093,0.0278955,0.801730199,1.534798293,0.3567351,0.3846306,0,0,,,0,0,1,0,0,0,0,0,1,0,3,0,3
272320,401673466,18,37174,1,1,7,31,1351,Western Kentucky,289,Jacksonville State,104,Rush,Elijah Young run for no gain to the WKU 33,0,0,0,1,0,1,10,67,-0.906886085,0.906886085,-0.0328549,1.534798293,0.627912207,0.3846306,0.3517756,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
272321,401673466,19,37174,1,1,6,57,1317,Western Kentucky,289,Jacksonville State,104,Rush,Elijah Young run for 1 yd to the WKU 34,0,0,0,1,1,2,10,67,-0.94564314,0.94564314,-0.0312644,0.627912207,-0.317730933,0.3517756,0.3205112,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,3
272322,401673466,19,37174,1,1,6,4,1264,Western Kentucky,289,Jacksonville State,104,Timeout,"Timeout Jacksonville State, clock 06:04",0,0,0,0,0,3,9,66,0.000545435,-0.000545435,0.0594172,-0.317730933,-0.317185498,0.3205112,0.3799284,0,0,,,0,0,0,0,0,0,0,0,0,0,3,1,3
272323,401673466,20,37174,1,1,6,3,1263,Western Kentucky,289,Jacksonville State,104,Pass Reception,Caden Veltkamp pass complete to K.D. Hutchinson for 8 yds to the WKU 42,1,1,1,0,8,3,9,66,0.249237717,-0.249237717,0.0111316,-0.317185498,-0.067947781,0.3799284,0.39106,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272324,401673466,21,37174,1,1,5,16,1216,Western Kentucky,289,Jacksonville State,104,Rush,Caden Veltkamp run for no gain to the WKU 42,0,0,0,1,0,4,1,58,-3.739099257,3.739099257,-0.1073266,-0.067947781,-3.807047038,0.39106,0.2837334,0,0,,,0,0,0,1,1,0,0,0,1,0,3,0,2
272325,401673466,22,37175,1,1,5,1,1201,Jacksonville State,104,Western Kentucky,289,Pass Incompletion,Tyler Huff pass incomplete,1,1,0,0,0,1,10,42,-0.684885038,0.684885038,-0.0217578,3.807047038,3.122162,0.7162666,0.6945089,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272326,401673466,23,37175,1,1,4,54,1194,Jacksonville State,104,Western Kentucky,289,Rush,Tre Stewart run for 5 yds to the WKU 37,0,0,0,1,5,2,10,42,-0.221082844,0.221082844,-0.0076363,3.122162,2.901079156,0.6945089,0.6868726,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272327,401673466,24,37175,1,1,4,27,1167,Jacksonville State,104,Western Kentucky,289,Pass Incompletion,Tyler Huff pass incomplete,1,1,0,0,0,3,5,37,-1.878729746,1.878729746,-0.0651226,2.901079156,1.02234941,0.6868726,0.62175,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,3
272328,401673466,25,37175,1,1,4,17,1157,Jacksonville State,104,Western Kentucky,289,Pass Reception,Tyler Huff pass complete to Tre Stewart for 7 yds to the WKU 30 for a 1ST down,1,1,1,0,7,4,5,37,3.36631235,-3.36631235,0.1108695,1.02234941,4.38866176,0.62175,0.7326195,0,0,,,0,0,1,0,0,0,0,0,0,0,2,0,3
272329,401673466,26,37175,1,1,3,58,1138,Jacksonville State,104,Western Kentucky,289,Pass Reception,Tyler Huff pass complete to Jordan McCants for 4 yds to the WKU 26,1,1,1,0,4,1,10,30,-0.171973055,0.171973055,-0.0077213,4.38866176,4.216688705,0.7326195,0.7248982,0,0,,,0,1,0,0,0,0,0,0,0,0,2,0,3
272330,401673466,27,37175,1,1,3,21,1101,Jacksonville State,104,Western Kentucky,289,Passing Touchdown,Tyler Huff pass complete to Cam Vaughn for 26 yds for a TD (Garrison Rippa KICK),1,1,1,0,26,2,6,26,2.783311295,-2.783311295,0.0913586,4.216688705,7.0,0.7248982,0.8162568,0,0,,,0,0,1,0,0,7,1,0,0,0,2,0,3
272331,401673466,28,37175,1,1,3,21,1101,Western Kentucky,289,Jacksonville State,104,Kickoff,"Garrison Rippa kickoff Jacksonville State Penalty, Unsportsmanlike Conduct (-15 Yards) to the JVST 20",0,0,0,0,-15,1,10,65,0.914098746,-0.914098746,0.0,0.468203313,1.38230206,0.1837432,0.1837432,0,0,Unsportsmanlike Conduct,,0,0,0,0,0,0,0,0,0,0,2,0,3
272332,401673466,29,37176,1,1,3,21,1101,Western Kentucky,289,Jacksonville State,104,Kickoff,Garrison Rippa kickoff for 41 yds,0,0,0,0,0,1,10,65,0.000483981,-0.000483981,-6.14e-05,0.468203313,0.468687295,0.1837432,0.1836817,0,0,,,0,0,0,0,0,0,0,0,1,0,2,0,3
272333,401673466,30,37176,1,1,3,20,1100,Western Kentucky,289,Jacksonville State,104,Pass Incompletion,Caden Veltkamp pass incomplete,1,1,0,0,0,1,10,75,-0.930115001,0.930115001,-0.0212223,0.468687295,-0.461427706,0.1836817,0.1624594,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272334,401673466,31,37176,1,1,3,17,1097,Western Kentucky,289,Jacksonville State,104,Pass Incompletion,Caden Veltkamp pass incomplete,1,1,0,0,0,2,10,75,-1.074692484,1.074692484,-0.022548,-0.461427706,-1.53612019,0.1624594,0.1399114,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
272335,401673466,31,37176,1,1,3,10,1090,Western Kentucky,289,Jacksonville State,104,Penalty,"Jacksonville State Penalty, Delay Of Game (5 Yards) to the WKU 30",0,0,0,0,5,3,10,75,0.424756195,-0.424756195,0.0193743,-1.53612019,-1.111363995,0.1399114,0.1592857,0,0,Delay of Game,5,0,0,0,0,0,0,0,0,0,0,3,0,2
272336,401673466,32,37176,1,1,3,10,1090,Western Kentucky,289,Jacksonville State,104,Pass Incompletion,Caden Veltkamp pass incomplete,1,1,0,0,0,3,5,70,-1.522251153,1.522251153,-0.030549,-0.587052936,-2.109304089,0.1592857,0.1287367,0,0,,,0,0,0,0,0,0,0,0,0,0,3,0,2
